post_date,account_username,comment_username,comment_text,likes_comment,comment_time,caption,post_url,total_post_likes,total_post_comments
2024-03-23,bisniscom,user_4040,IHSG meroket fundamental kuat. [2300],1,2024-03-24 11:37:38.369278976,Berita ekonomi terbaru dari bisniscom. IHSG bergerak fluktuatif.,https://instagram.com/p/mock11052/,5463,146
2024-03-24,bisniscom,user_17856,IHSG tolong jelaskan akhir tahun? [3986],3,2024-03-24 03:19:00.566018864,Berita ekonomi terbaru dari bisniscom. IHSG bergerak fluktuatif.,https://instagram.com/p/mock11053/,5531,263
2024-03-24,katadatacoid,user_59661,Ekonomi bearish cut loss mending. [3393],1,2024-03-24 17:00:22.762758760,Berita ekonomi terbaru dari katadatacoid. IHSG bergerak fluktuatif.,https://instagram.com/p/mock11054/,4093,310
2024-03-24,katadatacoid,user_26303,Perbankan menunggu rilis wait and see. [9297],8,2024-03-24 06:13:44.959498648,Berita ekonomi terbaru dari katadatacoid. IHSG bergerak fluktuatif.,https://instagram.com/p/mock11055/,4117,432
2024-03-24,katadatacoid,user_36916,Market apa dampaknya akhir tahun? [3100],6,2024-03-24 09:54:07.156238536,Berita ekonomi terbaru dari katadatacoid. IHSG bergerak fluktuatif.,https://instagram.com/p/mock11056/,3062,426
2024-03-24,kontannews,user_46858,Market tolong jelaskan min? [2881],3,2024-03-24 14:12:29.352978432,Berita ekonomi terbaru dari kontannews. IHSG bergerak fluktuatif.,https://instagram.com/p/mock11057/,6439,301
2024-03-24,katadatacoid,user_63273,Market berapa target wait and see. [4838],6,2024-03-24 07:00:51.549718320,Berita ekonomi terbaru dari katadatacoid. IHSG bergerak fluktuatif.,https://instagram.com/p/mock11058/,5242,240
2024-03-24,kontannews,user_64584,Investasi rebound inflasi terkendali. [5951],4,2024-03-24 10:48:13.746458216,Berita ekonomi terbaru dari kontannews. IHSG bergerak fluktuatif.,https://instagram.com/p/mock11059/,5219,366
2024-03-24,bisniscom,user_83170,Portofolio rebound mantap! #cuan [3553],20,2024-03-24 22:40:35.943198104,Berita ekonomi terbaru dari bisniscom. IHSG bergerak fluktuatif.,https://instagram.com/p/mock11060/,6477,344
2024-03-24,kontannews,user_53656,Perbankan tolong jelaskan lebih detail? [2865],5,2024-03-24 13:23:58.139938000,Berita ekonomi terbaru dari kontannews. IHSG bergerak fluktuatif.,https://instagram.com/p/mock11061/,4511,339
2024-03-24,bisniscom,user_89195,Investasi hijau terus waktunya serok bawah 🚀 [5060],4,2024-03-24 15:32:20.336677888,Berita ekonomi terbaru dari bisniscom. IHSG bergerak fluktuatif.,https://instagram.com/p/mock11062/,4494,294
2024-03-24,idx_channel,user_63055,Porto merah merona ngeri bgt. [3160],4,2024-03-25 04:54:42.533417776,Berita ekonomi terbaru dari idx_channel. IHSG bergerak fluktuatif.,https://instagram.com/p/mock11063/,3697,299
2024-03-24,bisniscom,user_73526,Asing turun tajam ngeri bgt. [8467],1,2024-03-24 16:16:04.730157672,Berita ekonomi terbaru dari bisniscom. IHSG bergerak fluktuatif.,https://instagram.com/p/mock11064/,5620,348
2024-03-24,katadatacoid,user_89585,Saham rebound fundamental kuat. [8420],18,2024-03-25 02:30:26.926897560,Berita ekonomi terbaru dari katadatacoid. IHSG bergerak fluktuatif.,https://instagram.com/p/mock11065/,3545,378
2024-03-24,cnbcindonesia,user_99912,Market hijau terus fundamental kuat. [3255],0,2024-03-24 17:50:49.123637456,Berita ekonomi terbaru dari cnbcindonesia. IHSG bergerak fluktuatif.,https://instagram.com/p/mock11066/,4638,255
2024-03-24,bisniscom,user_8673,Asing bearish pada kabur. [3784],2,2024-03-25 05:54:11.320377344,Berita ekonomi terbaru dari bisniscom. IHSG bergerak fluktuatif.,https://instagram.com/p/mock11067/,7260,224
2024-03-24,kontannews,user_6262,Kebijakan BI hijau terus fundamental kuat. [6781],5,2024-03-24 18:01:33.517117232,Berita ekonomi terbaru dari kontannews. IHSG bergerak fluktuatif.,https://instagram.com/p/mock11068/,6531,345
2024-03-24,idx_channel,user_32653,Saham meroket mantap! #cuan [3290],0,2024-03-25 04:22:55.713857128,Berita ekonomi terbaru dari idx_channel. IHSG bergerak fluktuatif.,https://instagram.com/p/mock11069/,3670,428
2024-03-24,katadatacoid,user_91509,Suku bunga menunggu rilis wait and see. [1494],0,2024-03-25 11:03:17.910597016,Berita ekonomi terbaru dari katadatacoid. IHSG bergerak fluktuatif.,https://instagram.com/p/mock11070/,3614,359
2024-03-24,kontannews,user_82384,IHSG hold dulu bulan ini. [1429],1,2024-03-25 00:43:40.107336912,Berita ekonomi terbaru dari kontannews. IHSG bergerak fluktuatif.,https://instagram.com/p/mock11071/,5762,305
2024-03-24,cnbcindonesia,user_76519,Porto boncos ngeri bgt. [3490],5,2024-03-25 12:28:02.304076800,Berita ekonomi terbaru dari cnbcindonesia. IHSG bergerak fluktuatif.,https://instagram.com/p/mock11072/,4840,340
2024-03-24,bisniscom,user_68943,Inflasi tolong jelaskan akhir tahun? [2506],5,2024-03-24 20:17:24.500816696,Berita ekonomi terbaru dari bisniscom. IHSG bergerak fluktuatif.,https://instagram.com/p/mock11073/,5465,389
2024-03-24,kontannews,user_85710,Investasi menguntungkan fundamental kuat. [9701],3,2024-03-25 15:46:46.697556584,Berita ekonomi terbaru dari kontannews. IHSG bergerak fluktuatif.,https://instagram.com/p/mock11074/,4818,512
2024-03-24,kontannews,user_67211,IHSG meroket untuk jangka panjang. [7055],5,2024-03-25 17:55:08.894296472,Berita ekonomi terbaru dari kontannews. IHSG bergerak fluktuatif.,https://instagram.com/p/mock11075/,5256,335
2024-03-24,bisniscom,user_5527,Market menunggu rilis min? [5766],3,2024-03-25 04:16:31.091036368,Berita ekonomi terbaru dari bisniscom. IHSG bergerak fluktuatif.,https://instagram.com/p/mock11076/,5849,386
2024-03-25,cnbcindonesia,user_80799,IHSG menunggu rilis bulan ini. [2922],2,2024-03-25 17:56:53.287776256,Berita ekonomi terbaru dari cnbcindonesia. IHSG bergerak fluktuatif.,https://instagram.com/p/mock11077/,6131,184
2024-03-25,kontannews,user_83881,IHSG boncos ngeri bgt. [3661],5,2024-03-25 22:49:15.484516152,Berita ekonomi terbaru dari kontannews. IHSG bergerak fluktuatif.,https://instagram.com/p/mock11078/,5695,428
2024-03-25,bisniscom,user_69804,IHSG hancur ngeri bgt. [4181],0,2024-03-25 10:04:37.681256040,Berita ekonomi terbaru dari bisniscom. IHSG bergerak fluktuatif.,https://instagram.com/p/mock11079/,4288,321
2024-03-25,katadatacoid,user_80708,Saham meroket waktunya serok bawah 🚀 [3928],1,2024-03-25 14:05:59.877995928,Berita ekonomi terbaru dari katadatacoid. IHSG bergerak fluktuatif.,https://instagram.com/p/mock11080/,4707,339
2024-03-25,cnbcindonesia,user_9757,Asing turun tajam pada kabur. [7850],11,2024-03-26 01:05:22.074735824,Berita ekonomi terbaru dari cnbcindonesia. IHSG bergerak fluktuatif.,https://instagram.com/p/mock11081/,4807,471
2024-03-25,kontannews,user_66283,Market hold dulu akhir tahun? [5566],1,2024-03-26 00:34:44.271475712,Berita ekonomi terbaru dari kontannews. IHSG bergerak fluktuatif.,https://instagram.com/p/mock11082/,5182,141
2024-03-25,kontannews,user_13247,Saham naik untuk jangka panjang. [8763],12,2024-03-25 09:07:06.468215608,Berita ekonomi terbaru dari kontannews. IHSG bergerak fluktuatif.,https://instagram.com/p/mock11083/,7153,290
2024-03-25,katadatacoid,user_2200,Investasi naik waktunya serok bawah 🚀 [3658],4,2024-03-25 16:44:28.664955496,Berita ekonomi terbaru dari katadatacoid. IHSG bergerak fluktuatif.,https://instagram.com/p/mock11084/,5048,227
2024-03-25,idx_channel,user_12227,Suku bunga tolong jelaskan wait and see. [6136],1,2024-03-26 00:38:50.861695392,Berita ekonomi terbaru dari idx_channel. IHSG bergerak fluktuatif.,https://instagram.com/p/mock11085/,3948,432
2024-03-25,kontannews,user_48924,Saham hijau terus mantap! #cuan [3268],7,2024-03-25 13:20:13.058435280,Berita ekonomi terbaru dari kontannews. IHSG bergerak fluktuatif.,https://instagram.com/p/mock11086/,5369,293
2024-03-25,cnbcindonesia,user_29938,Market rebound inflasi terkendali. [1722],6,2024-03-25 21:26:35.255175168,Berita ekonomi terbaru dari cnbcindonesia. IHSG bergerak fluktuatif.,https://instagram.com/p/mock11087/,5281,241
2024-03-25,kontannews,user_13011,IHSG meroket inflasi terkendali. [8822],1,2024-03-26 05:57:57.451915064,Berita ekonomi terbaru dari kontannews. IHSG bergerak fluktuatif.,https://instagram.com/p/mock11088/,6109,276
2024-03-25,katadatacoid,user_42152,Kondisi ekonomi hijau terus inflasi terkendali. [5945],3,2024-03-25 22:18:19.648654952,Berita ekonomi terbaru dari katadatacoid. IHSG bergerak fluktuatif.,https://instagram.com/p/mock11089/,5134,214
2024-03-25,kontannews,user_5769,Suku bunga tolong jelaskan lebih detail? [3062],3,2024-03-26 07:08:41.845394848,Berita ekonomi terbaru dari kontannews. IHSG bergerak fluktuatif.,https://instagram.com/p/mock11090/,3355,369
2024-03-25,katadatacoid,user_99883,Market menunggu rilis wait and see. [7667],11,2024-03-26 12:50:04.042134736,Berita ekonomi terbaru dari katadatacoid. IHSG bergerak fluktuatif.,https://instagram.com/p/mock11091/,3936,285
2024-03-25,kontannews,user_73856,Kondisi ekonomi rebound waktunya serok bawah 🚀 [6763],1,2024-03-25 17:24:26.238874624,Berita ekonomi terbaru dari kontannews. IHSG bergerak fluktuatif.,https://instagram.com/p/mock11092/,6299,243
2024-03-25,katadatacoid,user_39290,Porto anjlok pada kabur. [8301],9,2024-03-26 07:32:48.435614520,Berita ekonomi terbaru dari katadatacoid. IHSG bergerak fluktuatif.,https://instagram.com/p/mock11093/,5613,332
2024-03-25,idx_channel,user_68262,Porto boncos cut loss mending. [2750],0,2024-03-26 04:34:10.632354408,Berita ekonomi terbaru dari idx_channel. IHSG bergerak fluktuatif.,https://instagram.com/p/mock11094/,4576,167
2024-03-25,idx_channel,user_65508,Ekonomi anjlok pada kabur. [5331],2,2024-03-26 06:58:32.829094304,Berita ekonomi terbaru dari idx_channel. IHSG bergerak fluktuatif.,https://instagram.com/p/mock11095/,2821,167
2024-03-25,kontannews,user_82212,Perbankan tolong jelaskan min? [6699],1,2024-03-26 10:41:55.025834192,Berita ekonomi terbaru dari kontannews. IHSG bergerak fluktuatif.,https://instagram.com/p/mock11096/,6701,372
2024-03-25,idx_channel,user_61954,Asing hancur ngeri bgt. [6669],12,2024-03-26 08:37:17.222574088,Berita ekonomi terbaru dari idx_channel. IHSG bergerak fluktuatif.,https://instagram.com/p/mock11097/,5590,381
2024-03-25,kontannews,user_42836,Suku bunga apa dampaknya wait and see. [2337],4,2024-03-26 18:59:39.419313976,Berita ekonomi terbaru dari kontannews. IHSG bergerak fluktuatif.,https://instagram.com/p/mock11098/,4475,265
2024-03-25,kontannews,user_73328,Suku bunga menunggu rilis lebih detail? [1263],2,2024-03-26 09:51:01.616053864,Berita ekonomi terbaru dari kontannews. IHSG bergerak fluktuatif.,https://instagram.com/p/mock11099/,5534,382
2024-03-25,kontannews,user_47934,Asing anjlok cut loss mending. [6252],1,2024-03-26 11:08:23.812793760,Berita ekonomi terbaru dari kontannews. IHSG bergerak fluktuatif.,https://instagram.com/p/mock11100/,4245,382
2024-03-25,kontannews,user_82226,Investasi rebound inflasi terkendali. [3877],11,2024-03-26 12:53:46.009533648,Berita ekonomi terbaru dari kontannews. IHSG bergerak fluktuatif.,https://instagram.com/p/mock11101/,6951,292
2024-03-26,idx_channel,user_56605,Market boncos ngeri bgt. [7605],3,2024-03-26 17:04:08.206273544,Berita ekonomi terbaru dari idx_channel. IHSG bergerak fluktuatif.,https://instagram.com/p/mock11102/,3046,429
2024-03-26,idx_channel,user_94848,Portofolio hijau terus mantap! #cuan [5987],0,2024-03-26 06:04:30.403013432,Berita ekonomi terbaru dari idx_channel. IHSG bergerak fluktuatif.,https://instagram.com/p/mock11103/,5589,337
2024-03-26,cnbcindonesia,user_4404,Asing merah merona pada kabur. [2680],0,2024-03-26 18:00:52.599753320,Berita ekonomi terbaru dari cnbcindonesia. IHSG bergerak fluktuatif.,https://instagram.com/p/mock11104/,4578,269
2024-03-26,katadatacoid,user_22124,Asing bearish cut loss mending. [1626],1,2024-03-26 08:44:14.796493216,Berita ekonomi terbaru dari katadatacoid. IHSG bergerak fluktuatif.,https://instagram.com/p/mock11105/,4292,334
2024-03-26,idx_channel,user_22758,Asing bearish pada kabur. [7986],8,2024-03-26 22:40:36.993233104,Berita ekonomi terbaru dari idx_channel. IHSG bergerak fluktuatif.,https://instagram.com/p/mock11106/,7212,89
2024-03-26,idx_channel,user_87013,Porto boncos resesi di depan mata. [2164],2,2024-03-26 16:55:59.189973000,Berita ekonomi terbaru dari idx_channel. IHSG bergerak fluktuatif.,https://instagram.com/p/mock11107/,4034,344
2024-03-26,katadatacoid,user_35950,Market menguntungkan mantap! #cuan [1643],0,2024-03-27 01:46:21.386712888,Berita ekonomi terbaru dari katadatacoid. IHSG bergerak fluktuatif.,https://instagram.com/p/mock11108/,4950,388
2024-03-26,cnbcindonesia,user_70396,Market merah merona pada kabur. [7350],10,2024-03-27 02:40:43.583452784,Berita ekonomi terbaru dari cnbcindonesia. IHSG bergerak fluktuatif.,https://instagram.com/p/mock11109/,4288,350
2024-03-26,kontannews,user_49446,Kebijakan anjlok cut loss mending. [4840],2,2024-03-27 06:13:05.780192672,Berita ekonomi terbaru dari kontannews. IHSG bergerak fluktuatif.,https://instagram.com/p/mock11110/,5650,230
2024-03-26,idx_channel,user_20172,IHSG tolong jelaskan lebih detail? [3093],16,2024-03-27 07:05:27.976932560,Berita ekonomi terbaru dari idx_channel. IHSG bergerak fluktuatif.,https://instagram.com/p/mock11111/,5469,278
2024-03-26,idx_channel,user_7064,Kebijakan turun tajam gak jelas! 🤬 [4749],5,2024-03-26 10:30:50.173672456,Berita ekonomi terbaru dari idx_channel. IHSG bergerak fluktuatif.,https://instagram.com/p/mock11112/,6431,452
2024-03-26,kontannews,user_70558,Porto hancur cut loss mending. [4880],1,2024-03-26 15:06:12.370412344,Berita ekonomi terbaru dari kontannews. IHSG bergerak fluktuatif.,https://instagram.com/p/mock11113/,4699,257
2024-03-26,katadatacoid,user_64241,Kebijakan boncos gak jelas! 🤬 [4743],0,2024-03-27 06:30:34.567152240,Berita ekonomi terbaru dari katadatacoid. IHSG bergerak fluktuatif.,https://instagram.com/p/mock11114/,4769,365
2024-03-26,kontannews,user_64830,IHSG hancur resesi di depan mata. [2927],2,2024-03-26 18:34:56.763892128,Berita ekonomi terbaru dari kontannews. IHSG bergerak fluktuatif.,https://instagram.com/p/mock11115/,5816,309
2024-03-26,cnbcindonesia,user_55842,IHSG hancur pada kabur. [8505],2,2024-03-26 19:55:18.960632016,Berita ekonomi terbaru dari cnbcindonesia. IHSG bergerak fluktuatif.,https://instagram.com/p/mock11116/,4665,293
2024-03-26,cnbcindonesia,user_42213,Suku bunga tolong jelaskan bulan ini. [2913],9,2024-03-27 01:51:41.157371912,Berita ekonomi terbaru dari cnbcindonesia. IHSG bergerak fluktuatif.,https://instagram.com/p/mock11117/,5170,398
2024-03-26,cnbcindonesia,user_7558,Porto turun tajam pada kabur. [5021],6,2024-03-27 02:02:03.354111800,Berita ekonomi terbaru dari cnbcindonesia. IHSG bergerak fluktuatif.,https://instagram.com/p/mock11118/,2318,55
2024-03-26,katadatacoid,user_42603,IHSG tolong jelaskan wait and see. [6029],4,2024-03-27 12:50:25.550851696,Berita ekonomi terbaru dari katadatacoid. IHSG bergerak fluktuatif.,https://instagram.com/p/mock11119/,4877,238
2024-03-26,cnbcindonesia,user_18806,Market hijau terus waktunya serok bawah 🚀 [3907],8,2024-03-27 14:50:47.747591584,Berita ekonomi terbaru dari cnbcindonesia. IHSG bergerak fluktuatif.,https://instagram.com/p/mock11120/,4975,445
2024-03-26,katadatacoid,user_52880,IHSG turun tajam cut loss mending. [5106],1,2024-03-26 23:25:09.944331480,Berita ekonomi terbaru dari katadatacoid. IHSG bergerak fluktuatif.,https://instagram.com/p/mock11121/,4405,295
2024-03-26,kontannews,user_65237,IHSG bearish cut loss mending. [3161],5,2024-03-27 11:54:32.141071368,Berita ekonomi terbaru dari kontannews. IHSG bergerak fluktuatif.,https://instagram.com/p/mock11122/,4821,194
2024-03-26,bisniscom,user_32209,Market bearish resesi di depan mata. [1185],6,2024-03-26 21:19:54.337811256,Berita ekonomi terbaru dari bisniscom. IHSG bergerak fluktuatif.,https://instagram.com/p/mock11123/,3364,393
2024-03-26,cnbcindonesia,user_56054,Market menunggu rilis lebih detail? [5272],3,2024-03-27 00:17:16.534551152,Berita ekonomi terbaru dari cnbcindonesia. IHSG bergerak fluktuatif.,https://instagram.com/p/mock11124/,4038,359
2024-03-26,kontannews,user_73629,Market menunggu rilis akhir tahun? [6275],0,2024-03-27 12:51:38.731291040,Berita ekonomi terbaru dari kontannews. IHSG bergerak fluktuatif.,https://instagram.com/p/mock11125/,5959,167
2024-03-26,idx_channel,user_34352,Porto hancur pada kabur. [4496],7,2024-03-27 15:36:00.928030936,Berita ekonomi terbaru dari idx_channel. IHSG bergerak fluktuatif.,https://instagram.com/p/mock11126/,2978,312
2024-03-27,katadatacoid,user_52319,IHSG crash resesi di depan mata. [2087],1,2024-03-27 05:00:23.124770824,Berita ekonomi terbaru dari katadatacoid. IHSG bergerak fluktuatif.,https://instagram.com/p/mock11127/,5995,364
2024-03-27,kontannews,user_84808,Portofolio meroket waktunya serok bawah 🚀 [1773],0,2024-03-27 09:27:45.321510712,Berita ekonomi terbaru dari kontannews. IHSG bergerak fluktuatif.,https://instagram.com/p/mock11128/,5978,201
2024-03-27,katadatacoid,user_34068,IHSG menunggu rilis lebih detail? [9673],2,2024-03-27 08:04:07.518250608,Berita ekonomi terbaru dari katadatacoid. IHSG bergerak fluktuatif.,https://instagram.com/p/mock11129/,5446,283
2024-03-27,idx_channel,user_6603,Market crash resesi di depan mata. [6117],1,2024-03-27 10:23:29.714990496,Berita ekonomi terbaru dari idx_channel. IHSG bergerak fluktuatif.,https://instagram.com/p/mock11130/,4688,340
2024-03-27,kontannews,user_43567,Kebijakan turun tajam cut loss mending. [1550],8,2024-03-27 13:12:51.911730392,Berita ekonomi terbaru dari kontannews. IHSG bergerak fluktuatif.,https://instagram.com/p/mock11131/,6014,227
2024-03-27,bisniscom,user_24814,Market apa dampaknya wait and see. [8453],3,2024-03-27 05:52:14.108470280,Berita ekonomi terbaru dari bisniscom. IHSG bergerak fluktuatif.,https://instagram.com/p/mock11132/,4526,243
2024-03-27,idx_channel,user_62584,Kondisi ekonomi bullish fundamental kuat. [1452],3,2024-03-27 11:50:36.305210176,Berita ekonomi terbaru dari idx_channel. IHSG bergerak fluktuatif.,https://instagram.com/p/mock11133/,4630,312
2024-03-27,kontannews,user_36049,Suku bunga hold dulu bulan ini. [4680],2,2024-03-27 20:08:58.501950064,Berita ekonomi terbaru dari kontannews. IHSG bergerak fluktuatif.,https://instagram.com/p/mock11134/,5812,403
2024-03-27,katadatacoid,user_77697,IHSG bullish untuk jangka panjang. [4782],6,2024-03-28 01:05:20.698689952,Berita ekonomi terbaru dari katadatacoid. IHSG bergerak fluktuatif.,https://instagram.com/p/mock11135/,6003,188
2024-03-27,katadatacoid,user_75638,Kebijakan turun tajam pada kabur. [4520],7,2024-03-28 07:42:42.895429848,Berita ekonomi terbaru dari katadatacoid. IHSG bergerak fluktuatif.,https://instagram.com/p/mock11136/,4496,258
2024-03-27,cnbcindonesia,user_68310,Suku bunga tolong jelaskan akhir tahun? [9845],6,2024-03-28 01:19:05.092169736,Berita ekonomi terbaru dari cnbcindonesia. IHSG bergerak fluktuatif.,https://instagram.com/p/mock11137/,4599,123
2024-03-27,idx_channel,user_62214,Suku bunga tolong jelaskan bulan ini. [9502],0,2024-03-27 13:03:27.288909632,Berita ekonomi terbaru dari idx_channel. IHSG bergerak fluktuatif.,https://instagram.com/p/mock11138/,4945,265
2024-03-27,kontannews,user_66210,Ekonomi merah merona cut loss mending. [5292],1,2024-03-27 14:48:49.485649520,Berita ekonomi terbaru dari kontannews. IHSG bergerak fluktuatif.,https://instagram.com/p/mock11139/,4828,320
2024-03-27,kontannews,user_16791,Ekonomi merah merona pada kabur. [8789],0,2024-03-28 09:07:11.682389408,Berita ekonomi terbaru dari kontannews. IHSG bergerak fluktuatif.,https://instagram.com/p/mock11140/,6719,297
2024-03-27,idx_channel,user_31758,Market bullish fundamental kuat. [9900],0,2024-03-28 08:35:33.879129304,Berita ekonomi terbaru dari idx_channel. IHSG bergerak fluktuatif.,https://instagram.com/p/mock11141/,6536,493
2024-03-27,katadatacoid,user_42278,IHSG merah merona cut loss mending. [7712],5,2024-03-28 14:17:56.075869192,Berita ekonomi terbaru dari katadatacoid. IHSG bergerak fluktuatif.,https://instagram.com/p/mock11142/,4589,307
2024-03-27,katadatacoid,user_28625,Kondisi ekonomi hijau terus untuk jangka panjang. [7490],2,2024-03-27 21:17:18.272609088,Berita ekonomi terbaru dari katadatacoid. IHSG bergerak fluktuatif.,https://instagram.com/p/mock11143/,4344,358
2024-03-27,idx_channel,user_53160,Inflasi hold dulu akhir tahun? [6031],2,2024-03-28 07:57:40.469348976,Berita ekonomi terbaru dari idx_channel. IHSG bergerak fluktuatif.,https://instagram.com/p/mock11144/,4130,188
2024-03-27,cnbcindonesia,user_32655,Market hijau terus untuk jangka panjang. [9806],0,2024-03-28 06:50:02.666088872,Berita ekonomi terbaru dari cnbcindonesia. IHSG bergerak fluktuatif.,https://instagram.com/p/mock11145/,5860,298
2024-03-27,katadatacoid,user_30148,Ekonomi turun tajam resesi di depan mata. [1340],15,2024-03-27 22:43:24.862828760,Berita ekonomi terbaru dari katadatacoid. IHSG bergerak fluktuatif.,https://instagram.com/p/mock11146/,4952,259
2024-03-27,idx_channel,user_37060,Suku bunga berapa target wait and see. [2671],3,2024-03-28 20:00:47.059568648,Berita ekonomi terbaru dari idx_channel. IHSG bergerak fluktuatif.,https://instagram.com/p/mock11147/,4520,278
2024-03-27,katadatacoid,user_79022,Saham rebound fundamental kuat. [7584],4,2024-03-28 16:41:09.256308544,Berita ekonomi terbaru dari katadatacoid. IHSG bergerak fluktuatif.,https://instagram.com/p/mock11148/,6371,222
2024-03-27,idx_channel,user_50232,Porto crash cut loss mending. [7957],0,2024-03-28 16:03:31.453048432,Berita ekonomi terbaru dari idx_channel. IHSG bergerak fluktuatif.,https://instagram.com/p/mock11149/,6000,224
2024-03-27,kontannews,user_72362,Asing hancur ngeri bgt. [4568],0,2024-03-28 10:39:53.649788328,Berita ekonomi terbaru dari kontannews. IHSG bergerak fluktuatif.,https://instagram.com/p/mock11150/,3380,276
2024-03-28,bisniscom,user_72331,Market naik waktunya serok bawah 🚀 [6389],1,2024-03-28 16:25:15.846528216,Berita ekonomi terbaru dari bisniscom. IHSG bergerak fluktuatif.,https://instagram.com/p/mock11151/,4684,279
2024-03-28,kontannews,user_89039,Perbankan berapa target wait and see. [5080],3,2024-03-28 16:12:38.043268104,Berita ekonomi terbaru dari kontannews. IHSG bergerak fluktuatif.,https://instagram.com/p/mock11152/,3845,424
2024-03-28,cnbcindonesia,user_13529,Portofolio meroket waktunya serok bawah 🚀 [8593],2,2024-03-28 12:12:00.240008000,Berita ekonomi terbaru dari cnbcindonesia. IHSG bergerak fluktuatif.,https://instagram.com/p/mock11153/,6576,294
2024-03-28,cnbcindonesia,user_44598,Investasi bullish waktunya serok bawah 🚀 [3907],1,2024-03-29 02:47:22.436747888,Berita ekonomi terbaru dari cnbcindonesia. IHSG bergerak fluktuatif.,https://instagram.com/p/mock11154/,4110,210
2024-03-28,idx_channel,user_22476,Perbankan tolong jelaskan bulan ini. [6704],7,2024-03-28 23:47:44.633487784,Berita ekonomi terbaru dari idx_channel. IHSG bergerak fluktuatif.,https://instagram.com/p/mock11155/,5080,223
2024-03-28,katadatacoid,user_72384,Saham rebound inflasi terkendali. [9445],3,2024-03-28 17:34:06.830227672,Berita ekonomi terbaru dari katadatacoid. IHSG bergerak fluktuatif.,https://instagram.com/p/mock11156/,5365,243
2024-03-28,cnbcindonesia,user_86185,Inflasi apa dampaknya akhir tahun? [6072],6,2024-03-28 14:47:29.026967568,Berita ekonomi terbaru dari cnbcindonesia. IHSG bergerak fluktuatif.,https://instagram.com/p/mock11157/,4459,385
2024-03-28,katadatacoid,user_22979,Asing anjlok gak jelas! 🤬 [5563],0,2024-03-28 13:08:51.223707456,Berita ekonomi terbaru dari katadatacoid. IHSG bergerak fluktuatif.,https://instagram.com/p/mock11158/,3527,280
2024-03-28,kontannews,user_92256,Porto boncos resesi di depan mata. [1189],6,2024-03-28 23:10:13.420447344,Berita ekonomi terbaru dari kontannews. IHSG bergerak fluktuatif.,https://instagram.com/p/mock11159/,4940,465
2024-03-28,idx_channel,user_19531,IHSG naik mantap! #cuan [6802],0,2024-03-28 16:59:35.617187240,Berita ekonomi terbaru dari idx_channel. IHSG bergerak fluktuatif.,https://instagram.com/p/mock11160/,6086,441
2024-03-28,idx_channel,user_84765,Market merah merona pada kabur. [2618],9,2024-03-29 09:27:57.813927128,Berita ekonomi terbaru dari idx_channel. IHSG bergerak fluktuatif.,https://instagram.com/p/mock11161/,3707,297
2024-03-28,katadatacoid,user_11872,Portofolio bullish fundamental kuat. [5575],0,2024-03-28 12:21:20.010667024,Berita ekonomi terbaru dari katadatacoid. IHSG bergerak fluktuatif.,https://instagram.com/p/mock11162/,6183,348
2024-03-28,cnbcindonesia,user_14205,Portofolio rebound inflasi terkendali. [5060],3,2024-03-29 05:04:42.207406912,Berita ekonomi terbaru dari cnbcindonesia. IHSG bergerak fluktuatif.,https://instagram.com/p/mock11163/,6694,312
2024-03-28,idx_channel,user_38686,IHSG hold dulu lebih detail? [5061],1,2024-03-29 03:20:04.404146800,Berita ekonomi terbaru dari idx_channel. IHSG bergerak fluktuatif.,https://instagram.com/p/mock11164/,5234,304
2024-03-28,katadatacoid,user_71800,Market bearish cut loss mending. [9760],7,2024-03-29 10:13:26.600886696,Berita ekonomi terbaru dari katadatacoid. IHSG bergerak fluktuatif.,https://instagram.com/p/mock11165/,3745,477
2024-03-28,kontannews,user_10925,Market hold dulu min? [2831],0,2024-03-28 16:06:48.797626584,Berita ekonomi terbaru dari kontannews. IHSG bergerak fluktuatif.,https://instagram.com/p/mock11166/,5395,266
2024-03-28,cnbcindonesia,user_11908,Market menunggu rilis wait and see. [6339],6,2024-03-29 14:41:10.994366480,Berita ekonomi terbaru dari cnbcindonesia. IHSG bergerak fluktuatif.,https://instagram.com/p/mock11167/,4468,491
2024-03-28,cnbcindonesia,user_94943,Market turun tajam cut loss mending. [7665],13,2024-03-29 05:25:33.191106368,Berita ekonomi terbaru dari cnbcindonesia. IHSG bergerak fluktuatif.,https://instagram.com/p/mock11168/,4405,294
2024-03-28,idx_channel,user_65093,Kebijakan anjlok pada kabur. [3339],4,2024-03-29 11:15:55.387846264,Berita ekonomi terbaru dari idx_channel. IHSG bergerak fluktuatif.,https://instagram.com/p/mock11169/,5614,305
2024-03-28,cnbcindonesia,user_43778,Perbankan tolong jelaskan wait and see. [7911],7,2024-03-29 17:09:17.584586152,Berita ekonomi terbaru dari cnbcindonesia. IHSG bergerak fluktuatif.,https://instagram.com/p/mock11170/,4894,328
2024-03-28,katadatacoid,user_81785,IHSG hijau terus inflasi terkendali. [9554],9,2024-03-29 16:20:39.781326040,Berita ekonomi terbaru dari katadatacoid. IHSG bergerak fluktuatif.,https://instagram.com/p/mock11171/,5356,195
2024-03-28,cnbcindonesia,user_6195,Asing bearish gak jelas! 🤬 [2044],23,2024-03-29 08:08:01.978065936,Berita ekonomi terbaru dari cnbcindonesia. IHSG bergerak fluktuatif.,https://instagram.com/p/mock11172/,4771,273
